key/t,False-0,False-1,False-2,False-3,False-4,False-5,False-6,False-7,False-8,False-9,False-10,False-inf
num_events,4362,4362,4362,4362,4362,4362,4362,4362,4362,4362,4362,4362
num_edges,12245,12143,12017,11902,11821,11755,11705,11612,11465,11257,11013,5816
num_ops,957,957,957,957,957,957,957,957,957,957,957,957
num_read,453,453,453,453,453,453,453,453,453,453,453,453
num_writes,504,504,504,504,504,504,504,504,504,504,504,504
num_time_edges,6429,6327,6201,6086,6005,5939,5889,5796,5649,5441,5197,0
num_races,34385,34385,34385,34385,34385,34385,34385,34385,34385,34385,34385,34385
num_harmful,0,102,228,343,424,490,540,633,780,988,1232,6429
num_commute,27956,27956,27956,27956,27956,27956,27956,27956,27956,27956,27956,27956
num_covered,0,0,0,0,0,0,0,0,0,0,0,0
num_time_filtered_races,6429,6327,6201,6086,6005,5939,5889,5796,5649,5441,5197,0
num_pkts,86,86,86,86,86,86,86,86,86,86,86,86
num_per_pkt_races,0,52,59,61,62,64,64,67,68,69,69,81
num_per_pkt_inconsistent,0,45,58,60,60,62,63,66,66,67,67,76
num_per_pkt_inconsistent_covered,0,0,0,0,0,0,0,0,0,0,0,0
num_per_pkt_entry_version_race,0,7,1,1,2,2,1,1,2,2,2,5
num_per_pkt_inconsistent_no_repeat,0,24,51,54,54,56,56,60,60,62,62,75
num_versions,139,139,139,139,139,139,139,139,139,139,139,139
num_racing_versions,0,1,3,5,8,11,12,24,42,69,98,476
