key/t,False-0,False-1,False-2,False-3,False-4,False-5,False-6,False-7,False-8,False-9,False-10,False-inf
num_events,442,442,442,442,442,442,442,442,442,442,442,442
num_edges,947,929,890,812,776,746,713,673,642,609,578,437
num_ops,161,161,161,161,161,161,161,161,161,161,161,161
num_read,76,76,76,76,76,76,76,76,76,76,76,76
num_writes,85,85,85,85,85,85,85,85,85,85,85,85
num_time_edges,558,536,493,408,361,327,290,248,211,176,145,0
num_races,9946,9946,9946,9946,9946,9946,9946,9946,9946,9946,9946,9946
num_harmful,0,22,65,150,197,231,266,307,343,378,407,510
num_commute,9388,9388,9388,9388,9388,9388,9388,9388,9388,9388,9388,9388
num_covered,0,0,0,0,0,0,2,3,4,4,6,48
num_time_filtered_races,558,536,493,408,361,327,290,248,211,176,145,0
num_pkts,76,76,76,76,76,76,76,76,76,76,76,76
num_per_pkt_races,0,9,35,57,61,66,68,69,72,74,74,76
num_per_pkt_inconsistent,0,0,0,0,0,0,0,0,0,0,0,0
num_per_pkt_inconsistent_covered,0,0,0,0,0,0,2,3,4,4,6,48
num_per_pkt_entry_version_race,0,9,35,57,61,66,66,66,68,70,68,28
num_per_pkt_inconsistent_no_repeat,0,0,0,0,0,0,0,0,0,0,0,0
num_versions,16,16,16,16,16,16,16,16,16,16,16,16
num_racing_versions,0,7,15,26,34,41,50,56,61,67,74,91
