key/t,False-0,False-1,False-2,False-3,False-4,False-5,False-6,False-7,False-8,False-9,False-10,False-inf
num_events,190,190,190,190,190,190,190,190,190,190,190,190
num_edges,245,245,244,243,239,236,233,233,233,233,232,209
num_ops,39,39,39,39,39,39,39,39,39,39,39,39
num_read,36,36,36,36,36,36,36,36,36,36,36,36
num_writes,3,3,3,3,3,3,3,3,3,3,3,3
num_time_edges,69,66,62,58,54,51,48,47,43,39,35,0
num_races,104,104,104,104,104,104,104,104,104,104,104,104
num_harmful,0,3,6,9,9,9,9,10,13,17,19,28
num_commute,35,35,35,35,35,35,35,35,35,35,35,35
num_covered,0,0,1,2,6,9,12,12,13,13,15,41
num_time_filtered_races,69,66,62,58,54,51,48,47,43,39,35,0
num_pkts,36,36,36,36,36,36,36,36,36,36,36,36
num_per_pkt_races,0,3,7,10,11,11,11,12,16,20,23,35
num_per_pkt_inconsistent,0,0,0,0,0,0,0,0,0,0,0,0
num_per_pkt_inconsistent_covered,0,0,1,2,6,9,11,11,12,12,14,35
num_per_pkt_entry_version_race,0,3,6,8,5,2,0,1,4,8,9,0
num_per_pkt_inconsistent_no_repeat,0,0,0,0,0,0,0,0,0,0,0,0
num_versions,5,5,5,5,5,5,5,5,5,5,5,5
num_racing_versions,0,0,0,0,0,0,0,0,0,0,0,0
