key/t,False-0,False-1,False-2,False-3,False-4,False-5,False-6,False-7,False-8,False-9,False-10,False-inf
num_events,1749,1749,1749,1749,1749,1749,1749,1749,1749,1749,1749,1749
num_edges,5096,4913,4680,4408,4093,3803,3546,3282,3031,2794,2575,2181
num_ops,577,577,577,577,577,577,577,577,577,577,577,577
num_read,516,516,516,516,516,516,516,516,516,516,516,516
num_writes,61,61,61,61,61,61,61,61,61,61,61,61
num_time_edges,3363,3127,2835,2510,2138,1807,1505,1194,904,636,401,0
num_races,11087,11087,11087,11087,11087,11087,11087,11087,11087,11087,11087,11087
num_harmful,0,236,525,843,1195,1499,1765,2016,2243,2456,2654,2884
num_commute,7724,7724,7724,7724,7724,7724,7724,7724,7724,7724,7724,7724
num_covered,0,0,3,10,30,57,93,153,216,271,308,479
num_time_filtered_races,3363,3127,2835,2510,2138,1807,1505,1194,904,636,401,0
num_pkts,234,234,234,234,234,234,234,234,234,234,234,234
num_per_pkt_races,0,72,102,126,150,166,185,206,219,229,233,233
num_per_pkt_inconsistent,0,36,55,72,87,99,111,129,142,151,154,154
num_per_pkt_inconsistent_covered,0,0,0,0,4,7,14,23,25,32,37,57
num_per_pkt_entry_version_race,0,36,47,54,59,60,60,54,52,46,42,22
num_per_pkt_inconsistent_no_repeat,0,33,47,58,69,77,85,92,89,87,81,43
num_versions,80,80,80,80,80,80,80,80,80,80,80,80
num_racing_versions,0,21,53,72,90,98,100,100,100,100,100,100
