key/t,False-0,False-1,False-2,False-3,False-4,False-5,False-6,False-7,False-8,False-9,False-10,False-inf
num_events,720,720,720,720,720,720,720,720,720,720,720,720
num_edges,971,967,963,957,944,942,932,923,917,910,901,809
num_ops,165,165,165,165,165,165,165,165,165,165,165,165
num_read,147,147,147,147,147,147,147,147,147,147,147,147
num_writes,18,18,18,18,18,18,18,18,18,18,18,18
num_time_edges,288,272,255,243,226,218,200,188,175,162,147,0
num_races,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745
num_harmful,0,16,32,40,47,54,64,72,81,90,96,162
num_commute,2457,2457,2457,2457,2457,2457,2457,2457,2457,2457,2457,2457
num_covered,0,0,1,5,15,16,24,28,32,36,45,126
num_time_filtered_races,288,272,255,243,226,218,200,188,175,162,147,0
num_pkts,149,149,149,149,149,149,149,149,149,149,149,149
num_per_pkt_races,0,16,31,39,45,51,60,66,74,82,88,142
num_per_pkt_inconsistent,0,0,0,0,0,0,0,0,0,0,0,0
num_per_pkt_inconsistent_covered,0,0,1,5,15,16,24,28,32,36,45,126
num_per_pkt_entry_version_race,0,16,30,34,30,35,36,38,42,46,43,16
num_per_pkt_inconsistent_no_repeat,0,0,0,0,0,0,0,0,0,0,0,0
num_versions,22,22,22,22,22,22,22,22,22,22,22,22
num_racing_versions,0,0,0,0,0,0,0,0,0,0,0,0
