key/t,False-0,False-1,False-2,False-3,False-4,False-5,False-6,False-7,False-8,False-9,False-10,False-inf
num_events,550,550,550,550,550,550,550,550,550,550,550,550
num_edges,1049,996,951,905,863,822,755,720,673,646,638,622
num_ops,135,135,135,135,135,135,135,135,135,135,135,135
num_read,126,126,126,126,126,126,126,126,126,126,126,126
num_writes,9,9,9,9,9,9,9,9,9,9,9,9
num_time_edges,543,471,410,351,298,244,158,112,53,24,16,0
num_races,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140
num_harmful,0,69,130,187,225,266,335,370,418,426,426,426
num_commute,597,597,597,597,597,597,597,597,597,597,597,597
num_covered,0,3,3,5,20,33,50,61,72,93,101,117
num_time_filtered_races,543,471,410,351,298,244,158,112,53,24,16,0
num_pkts,127,127,127,127,127,127,127,127,127,127,127,127
num_per_pkt_races,0,29,45,58,69,82,101,112,124,126,126,126
num_per_pkt_inconsistent,0,0,0,0,0,0,0,0,0,0,0,0
num_per_pkt_inconsistent_covered,0,3,3,5,17,30,47,58,69,90,98,114
num_per_pkt_entry_version_race,0,26,42,53,52,52,54,54,55,36,28,12
num_per_pkt_inconsistent_no_repeat,0,0,0,0,0,0,0,0,0,0,0,0
num_versions,11,11,11,11,11,11,11,11,11,11,11,11
num_racing_versions,0,0,0,0,0,0,0,0,0,0,0,0
