key/t,False-0,False-1,False-2,False-3,False-4,False-5,False-6,False-7,False-8,False-9,False-10,False-inf
num_events,106,106,106,106,106,106,106,106,106,106,106,106
num_edges,132,130,125,124,123,121,120,120,118,118,118,104
num_ops,20,20,20,20,20,20,20,20,20,20,20,20
num_read,16,16,16,16,16,16,16,16,16,16,16,16
num_writes,4,4,4,4,4,4,4,4,4,4,4,4
num_time_edges,28,26,21,20,19,17,16,16,14,14,14,0
num_races,61,61,61,61,61,61,61,61,61,61,61,61
num_harmful,0,2,7,8,9,11,12,12,14,14,14,28
num_commute,33,33,33,33,33,33,33,33,33,33,33,33
num_covered,0,0,0,0,0,0,0,0,0,0,0,0
num_time_filtered_races,28,26,21,20,19,17,16,16,14,14,14,0
num_pkts,16,16,16,16,16,16,16,16,16,16,16,16
num_per_pkt_races,0,2,7,8,9,11,12,12,14,14,14,15
num_per_pkt_inconsistent,0,0,0,0,0,0,0,0,0,0,0,0
num_per_pkt_inconsistent_covered,0,0,0,0,0,0,0,0,0,0,0,0
num_per_pkt_entry_version_race,0,2,7,8,9,11,12,12,14,14,14,15
num_per_pkt_inconsistent_no_repeat,0,0,0,0,0,0,0,0,0,0,0,0
num_versions,12,12,12,12,12,12,12,12,12,12,12,12
num_racing_versions,0,0,0,0,0,0,0,0,0,0,0,0
